,Unnamed: 0,Team,M,W,D,L,G,GA,PTS,xG,NPxG,xGA,NPxGA,NPxGD,PPDA,OPPDA,DC,ODC,xPTS,league,year_start,year_end
623,20,Metz,38,6,8,24,34,76,26,36.4,33.36,71.93,68.01,-34.65,11.74,9.6,158,262,31.48,ligue 1,2017,2018
624,1,Juventus,38,29,4,5,75,20,91,62.99,56.14,23.0,19.92,36.22,8.52,10.03,270,101,78.74,serie a,2015,2016
625,2,Napoli,38,25,7,6,80,32,82,69.53,63.44,26.69,22.76,40.68,7.81,14.98,320,142,79.07,serie a,2015,2016
626,3,Roma,38,23,11,4,83,41,80,64.43,61.38,39.79,33.55,27.83,8.03,12.28,326,142,69.85,serie a,2015,2016
627,4,Inter,38,20,7,11,50,38,67,54.3,52.01,44.25,39.55,12.46,9.1,9.9,246,191,58.84,serie a,2015,2016
628,5,Fiorentina,38,18,10,10,60,42,64,53.19,46.31,36.22,35.46,10.85,6.5600000000000005,11.42,211,142,63.31,serie a,2015,2016
629,6,Sassuolo,38,16,13,9,49,40,61,47.32,41.99,42.93,38.99,3.01,7.55,7.71,210,190,53.62,serie a,2015,2016
630,7,AC Milan,38,15,12,11,49,43,57,53.91,48.54,40.91,37.1,11.44,7.46,8.54,232,183,60.29,serie a,2015,2016
631,8,Lazio,38,15,9,14,52,52,54,55.21,46.7,43.58,37.48,9.22,7.37,9.36,231,166,59.99,serie a,2015,2016
632,9,Chievo,38,13,11,14,43,45,50,40.59,34.5,51.09,47.91,-13.41,8.81,8.71,165,255,45.91,serie a,2015,2016
633,10,Genoa,38,13,7,18,45,48,46,45.29,42.24,48.63,47.11,-4.87,7.72,7.31,201,240,48.63,serie a,2015,2016
634,11,Empoli,38,12,10,16,40,49,46,37.84,36.32,47.51,45.99,-9.67,8.24,8.06,208,188,44.41,serie a,2015,2016
635,12,Torino,38,12,9,17,52,55,45,49.42,41.05,41.29,35.96,5.08,10.71,9.27,212,182,57.52,serie a,2015,2016
636,13,Atalanta,38,11,12,15,41,47,45,46.08,39.85,51.41,44.56,-4.71,8.02,7.93,176,223,49.42,serie a,2015,2016
637,14,Bologna,38,11,9,18,33,45,42,35.48,33.19,51.84,44.99,-11.8,10.27,8.5,177,191,41.54,serie a,2015,2016
638,15,Sampdoria,38,10,10,18,48,61,40,40.53,38.24,66.19,58.58,-20.34,9.26,8.53,180,264,36.56,serie a,2015,2016
639,16,Udinese,38,10,9,19,35,60,39,46.31,43.14,51.42,45.33,-2.19,10.63,7.52,165,242,48.73,serie a,2015,2016
640,17,Palermo,38,10,9,19,38,65,39,36.55,35.79,61.84,57.28,-21.49,10.96,6.29,153,287,35.26,serie a,2015,2016
641,18,Carpi,38,9,11,18,37,57,38,43.37,36.37,51.8,46.47,-10.1,9.96,5.88,151,237,45.19,serie a,2015,2016
642,19,Frosinone,38,8,7,23,35,76,31,33.84,31.56,74.23,67.35,-35.79,8.57,5.61,131,312,29.38,serie a,2015,2016
643,20,Verona,38,5,13,20,34,63,28,40.17,34.71,61.71,57.14,-22.43,10.41,7.55,179,266,38.87,serie a,2015,2016
644,1,Juventus,38,26,9,3,72,24,87,59.08,52.23,29.13,25.22,27.01,7.94,11.25,334,152,74.79,serie a,2014,2015
645,2,Roma,38,19,13,6,54,31,70,50.85,45.52,36.79,32.98,12.54,7.55,12.82,266,175,62.16,serie a,2014,2015
646,3,Lazio,38,21,6,11,71,38,69,62.0,58.19,35.87,31.3,26.89,6.77,9.93,214,173,67.79,serie a,2014,2015
647,4,Fiorentina,38,18,10,10,61,46,64,60.67,55.31,48.5,46.22,9.09,7.4,11.28,309,170,61.11,serie a,2014,2015
648,5,Napoli,38,18,9,11,70,54,63,64.5,57.54,34.37,32.85,24.69,8.46,12.16,281,137,70.72,serie a,2014,2015
649,6,Genoa,38,16,11,11,62,47,59,57.32,51.99,60.37,54.16,-2.16,7.68,7.03,250,199,50.55,serie a,2014,2015
650,7,Sampdoria,38,13,17,8,48,42,56,47.59,46.06,48.37,43.04,3.02,8.1,7.89,209,246,52.85,serie a,2014,2015
651,8,Inter,38,14,13,11,59,48,55,57.17,51.84,44.32,39.73,12.11,6.18,12.18,297,171,60.8,serie a,2014,2015
652,9,Torino,38,14,12,12,48,45,54,51.78,47.08,42.69,36.57,10.51,12.83,9.13,223,217,56.95,serie a,2014,2015
653,10,AC Milan,38,13,13,12,56,50,52,47.07,38.7,53.99,49.42,-10.72,9.47,9.35,164,263,48.33,serie a,2014,2015
654,11,Palermo,38,12,13,13,53,55,49,54.97,49.62,44.01,40.21,9.41,9.42,8.08,172,216,58.68,serie a,2014,2015
655,12,Sassuolo,38,12,13,13,49,57,49,42.91,36.06,55.19,51.38,-15.32,8.55,7.62,190,237,44.1,serie a,2014,2015
656,13,Verona,38,11,13,14,49,65,46,46.88,42.29,63.41,57.18,-14.9,11.63,7.54,190,314,41.97,serie a,2014,2015
657,14,Chievo,38,10,13,15,28,41,43,33.01,31.49,48.99,45.94,-14.45,9.19,6.23,173,247,41.41,serie a,2014,2015
658,15,Empoli,38,8,18,12,46,52,42,49.66,47.38,43.42,41.9,5.48,8.82,9.09,236,233,56.94,serie a,2014,2015
659,16,Udinese,38,10,11,17,43,56,41,34.86,34.1,54.75,47.9,-13.8,11.36,7.71,171,304,37.46,serie a,2014,2015
660,17,Atalanta,38,7,16,15,38,57,37,40.94,37.13,59.4,52.52,-15.39,9.4,7.49,189,277,39.26,serie a,2014,2015
661,18,Cagliari,38,8,10,20,48,68,34,53.92,48.32,54.17,51.12,-2.8,9.9,7.89,259,240,53.05,serie a,2014,2015
662,19,Parma,38,6,8,24,33,75,26,31.77,30.24,60.74,56.17,-25.93,11.91,8.62,212,269,31.52,serie a,2014,2015
663,20,Cesena,38,4,12,22,36,73,24,34.62,30.05,63.08,55.33,-25.28,10.37,7.74,168,267,34.75,serie a,2014,2015
664,1,Juventus,38,30,5,3,86,24,95,59.23,53.14,28.58,25.53,27.61,10.68,13.77,260,136,73.51,serie a,2017,2018
665,2,Napoli,38,28,7,3,77,29,91,70.45,64.18,25.27,23.74,40.44,9.54,21.77,358,100,82.23,serie a,2017,2018
666,3,Roma,38,23,8,7,61,28,77,65.63,61.06,38.46,34.52,26.54,8.57,12.57,311,165,69.24,serie a,2017,2018
667,4,Lazio,38,21,9,8,89,49,72,66.51,58.13,42.57,34.96,23.18,10.99,11.69,307,198,66.05,serie a,2017,2018
668,5,Inter,38,20,12,6,66,30,72,60.83,55.51,37.33,35.81,19.7,9.65,14.37,307,178,65.25,serie a,2017,2018
669,6,AC Milan,38,18,10,10,56,42,64,50.88,46.31,36.78,34.49,11.81,10.69,14.31,258,185,62.35,serie a,2017,2018
670,7,Atalanta,38,16,12,10,57,39,60,64.29,57.44,36.5,34.98,22.46,8.62,11.05,347,179,69.88,serie a,2017,2018
671,8,Fiorentina,38,16,9,13,54,46,57,54.12,48.03,42.15,39.87,8.16,8.37,11.93,239,196,60.41,serie a,2017,2018
672,9,Torino,38,13,15,10,54,46,54,46.59,45.05,49.11,43.02,2.03,9.7,9.65,214,225,51.84,serie a,2017,2018
673,10,Sampdoria,38,16,6,16,56,60,54,53.14,47.05,62.26,54.48,-7.44,9.71,12.78,270,237,46.87,serie a,2017,2018
674,11,Sassuolo,38,11,10,17,29,59,43,47.15,39.54,50.63,48.35,-8.81,12.12,8.05,168,231,51.7,serie a,2017,2018
675,12,Genoa,38,11,8,19,33,43,41,42.21,38.4,42.87,39.83,-1.42,13.45,9.87,226,219,50.38,serie a,2017,2018
676,13,Udinese,38,12,4,22,48,63,40,45.17,39.84,50.63,45.89,-6.05,12.58,10.2,171,242,47.37,serie a,2017,2018
677,14,Chievo,38,10,10,18,36,59,40,34.34,32.82,55.26,49.9,-17.08,12.62,10.42,188,280,38.61,serie a,2017,2018
678,15,Bologna,38,11,6,21,40,52,39,36.11,33.83,48.8,45.75,-11.92,12.9,9.58,180,290,43.01,serie a,2017,2018
679,16,Cagliari,38,11,6,21,33,61,39,38.27,32.94,57.91,48.78,-15.83,11.64,9.56,198,287,40.41,serie a,2017,2018
680,17,SPAL 2013,38,8,14,16,39,59,38,34.61,29.91,60.18,51.04,-21.13,13.46,8.09,151,291,35.41,serie a,2017,2018
681,18,Crotone,38,9,8,21,40,66,35,33.24,30.79,59.43,53.34,-22.55,12.92,7.66,150,299,35.44,serie a,2017,2018
682,19,Verona,38,7,4,27,30,78,25,33.76,28.43,72.71,66.62,-38.19,12.77,8.26,134,364,31.06,serie a,2017,2018
683,20,Benevento,38,6,3,29,33,84,21,38.21,35.93,77.31,67.42,-31.49,13.07,9.17,144,279,30.09,serie a,2017,2018
684,1,Juventus,38,26,5,7,76,43,83,73.77,63.12,41.0,31.64,31.48,8.6,14.0,270,174,71.24,serie a,2019,2020
685,2,Inter,38,24,10,4,81,36,82,73.95,65.49,39.36,36.31,29.18,8.71,14.73,327,192,75.38,serie a,2019,2020
686,3,Atalanta,38,23,9,6,98,48,78,86.17,78.53,41.73,37.16,41.37,7.76,12.83,369,144,76.01,serie a,2019,2020
687,4,Lazio,38,24,6,8,79,42,78,67.55,53.72,52.33,45.48,8.24,12.48,12.47,345,230,62.18,serie a,2019,2020
688,5,Roma,38,21,7,10,77,51,70,78.32,67.66,49.15,41.42,26.24,10.61,12.56,331,187,70.26,serie a,2019,2020
689,6,AC Milan,38,19,9,10,63,46,66,65.27,58.42,46.42,38.54,19.87,8.47,11.78,323,182,65.47,serie a,2019,2020
690,7,Napoli,38,18,8,12,61,50,62,63.88,60.07,43.17,37.08,22.99,11.15,15.31,310,174,66.49,serie a,2019,2020
691,8,Sassuolo,38,14,9,15,69,63,51,53.42,48.85,65.07,58.22,-9.37,9.5,11.59,279,254,46.17,serie a,2019,2020
692,9,Fiorentina,38,12,13,13,51,48,49,53.49,45.12,50.3,41.92,3.2,11.59,8.6,229,189,54.92,serie a,2019,2020
693,10,Parma Calcio 1913,38,14,7,17,56,57,49,47.12,42.56,64.13,56.51,-13.96,11.84,8.48,202,304,41.83,serie a,2019,2020
694,11,Verona,38,12,13,13,47,51,49,52.49,45.58,53.95,47.1,-1.52,8.94,10.02,248,295,50.26,serie a,2019,2020
695,12,Bologna,38,12,11,15,52,65,47,57.41,52.85,54.87,48.7,4.15,7.73,9.53,222,280,52.97,serie a,2019,2020
696,13,Cagliari,38,11,12,15,52,56,45,41.92,37.24,60.98,54.13,-16.89,12.8,8.86,166,305,40.05,serie a,2019,2020
697,14,Udinese,38,12,9,17,37,51,45,43.69,43.69,52.54,44.76,-1.07,14.5,9.79,212,273,49.32,serie a,2019,2020
698,15,Sampdoria,38,12,6,20,48,65,42,48.92,40.46,56.21,49.36,-8.91,12.02,9.26,205,232,49.71,serie a,2019,2020
699,16,Torino,38,11,7,20,46,68,40,43.49,37.4,63.49,55.12,-17.72,8.61,7.92,178,258,39.04,serie a,2019,2020
700,17,Genoa,38,10,9,19,47,73,39,49.89,37.54,59.51,52.66,-15.11,10.38,10.16,215,308,46.12,serie a,2019,2020
701,18,Lecce,38,9,8,21,52,85,35,53.47,41.87,91.97,82.08,-40.21,14.35,9.65,217,362,34.92,serie a,2019,2020
702,19,Brescia,38,6,7,25,35,79,25,43.25,40.2,78.38,70.01,-29.8,13.82,6.9,190,375,33.14,serie a,2019,2020
703,20,SPAL 2013,38,5,5,28,27,77,20,39.07,33.74,71.97,65.88,-32.14,11.72,9.7,180,300,30.49,serie a,2019,2020
704,1,Juventus,38,29,4,5,77,27,91,68.74,66.45,23.6,22.84,43.62,9.08,12.37,302,117,82.86,serie a,2016,2017
705,2,Roma,38,28,3,7,90,38,87,83.0,72.34,41.08,38.03,34.31,8.17,12.29,354,201,77.39,serie a,2016,2017
706,3,Napoli,38,26,8,4,94,39,86,77.51,72.93,32.16,29.12,43.82,9.75,18.18,309,132,81.28,serie a,2016,2017
707,4,Atalanta,38,21,9,8,62,41,72,61.39,56.83,34.35,31.3,25.52,9.14,9.22,242,181,68.92,serie a,2016,2017
708,5,Lazio,38,21,7,10,74,51,70,65.39,54.59,41.77,34.92,19.68,9.43,11.17,312,168,67.36,serie a,2016,2017
709,6,AC Milan,38,18,9,11,57,45,63,59.67,50.54,50.21,43.22,7.32,8.86,11.06,244,222,58.88,serie a,2016,2017
710,7,Inter,38,19,5,14,72,49,62,68.76,64.95,44.78,40.21,24.75,7.63,11.18,277,162,67.65,serie a,2016,2017
711,8,Fiorentina,38,16,12,10,63,57,60,55.14,47.41,53.3,48.74,-1.33,8.3,12.22,214,212,55.61,serie a,2016,2017
712,9,Torino,38,13,14,11,71,66,53,57.4,49.63,61.72,56.39,-6.75,8.92,10.12,229,271,48.75,serie a,2016,2017
713,10,Sassuolo,38,14,7,17,60,61,49,50.57,42.96,61.9,55.7,-12.74,10.28,7.99,200,253,44.56,serie a,2016,2017
714,11,Sampdoria,38,12,12,14,49,55,48,46.17,40.08,56.86,50.68,-10.6,8.18,10.29,182,230,46.62,serie a,2016,2017
715,12,Cagliari,38,14,5,19,55,76,47,42.42,37.85,68.32,59.12,-21.27,11.22,7.73,177,267,36.17,serie a,2016,2017
716,13,Udinese,38,12,9,17,47,56,45,44.94,42.59,54.66,47.81,-5.22,13.94,7.93,152,229,47.22,serie a,2016,2017
717,14,Chievo,38,12,7,19,43,61,43,42.74,38.17,55.01,50.44,-12.27,12.11,9.5,160,252,45.88,serie a,2016,2017
718,15,Bologna,38,11,8,19,40,58,41,36.51,34.99,58.3,54.48,-19.49,11.29,9.52,163,253,38.57,serie a,2016,2017
719,16,Genoa,38,9,9,20,38,64,36,45.2,42.91,51.25,45.02,-2.11,9.97,9.79,192,206,49.0,serie a,2016,2017
720,17,Crotone,38,9,7,22,34,58,34,34.17,30.36,61.23,53.62,-23.25,13.17,6.35,130,227,33.94,serie a,2016,2017
721,18,Empoli,38,8,8,22,29,61,32,35.09,30.44,67.01,60.14,-29.71,9.59,8.16,182,278,33.29,serie a,2016,2017
722,19,Palermo,38,6,8,24,33,77,26,28.92,28.15,60.94,56.37,-28.22,12.21,8.68,112,252,30.52,serie a,2016,2017
723,20,Pescara,38,2,9,27,35,83,15,43.12,37.79,68.41,63.84,-26.05,11.32,8.45,241,261,38.05,serie a,2016,2017
724,1,Juventus,38,28,6,4,70,30,90,64.53,58.44,35.03,31.99,26.45,9.77,13.03,290,158,70.93,serie a,2018,2019
725,2,Napoli,38,24,7,7,74,36,79,68.24,65.19,36.5,33.46,31.74,10.38,16.17,344,181,74.45,serie a,2018,2019
726,3,Atalanta,38,20,9,9,77,46,69,74.43,71.38,41.85,38.04,33.34,8.56,12.62,367,164,71.88,serie a,2018,2019
727,4,Inter,38,20,9,9,57,33,69,66.47,59.62,38.4,34.59,25.03,8.93,15.44,311,192,71.75,serie a,2018,2019
728,5,AC Milan,38,19,11,8,55,36,68,52.16,49.12,41.7,37.9,11.22,11.17,12.41,255,194,60.11,serie a,2018,2019
729,6,Roma,38,18,12,8,66,48,66,68.39,63.83,52.79,47.46,16.36,11.72,11.9,296,219,62.13,serie a,2018,2019
730,7,Torino,38,16,15,7,52,37,63,46.47,41.9,48.94,45.14,-3.23,7.11,8.34,219,215,49.84,serie a,2018,2019
731,8,Lazio,38,17,8,13,56,46,59,61.27,56.7,46.45,41.87,14.83,10.92,12.01,337,196,61.04,serie a,2018,2019
732,9,Sampdoria,38,15,8,15,60,51,53,53.19,44.06,54.27,48.05,-3.99,9.14,11.51,290,215,50.95,serie a,2018,2019
733,10,Bologna,38,11,11,16,48,56,44,48.1,44.29,51.06,48.01,-3.72,11.33,8.44,200,238,48.95,serie a,2018,2019
734,11,Sassuolo,38,9,16,13,53,60,43,49.75,45.95,61.11,55.02,-9.07,10.7,10.47,191,220,45.64,serie a,2018,2019
735,12,Udinese,38,11,10,17,39,53,43,42.49,36.22,62.23,55.38,-19.16,12.77,7.87,166,290,38.67,serie a,2018,2019
736,13,SPAL 2013,38,11,9,18,44,56,42,43.28,37.19,54.01,50.2,-13.01,11.09,9.38,139,288,44.73,serie a,2018,2019
737,14,Fiorentina,38,8,17,13,47,45,41,54.12,49.56,44.08,39.51,10.04,9.01,9.66,211,194,59.22,serie a,2018,2019
738,15,Cagliari,38,10,11,17,36,54,41,40.94,38.66,63.74,56.13,-17.47,9.88,12.03,196,292,39.37,serie a,2018,2019
739,16,Parma Calcio 1913,38,10,11,17,41,61,41,41.1,37.29,64.98,58.89,-21.6,15.52,7.52,128,346,36.78,serie a,2018,2019
740,17,Genoa,38,8,14,16,39,57,38,44.54,40.73,56.35,51.79,-11.05,11.03,8.2,235,255,44.68,serie a,2018,2019
741,18,Empoli,38,10,8,20,51,70,38,52.06,46.6,63.33,57.24,-10.64,13.03,10.55,292,265,46.54,serie a,2018,2019
742,19,Frosinone,38,5,10,23,29,69,25,36.1,32.3,64.59,60.79,-28.49,12.79,8.61,139,335,35.94,serie a,2018,2019
743,20,Chievo,38,2,14,22,25,75,20,36.48,31.91,62.69,59.48,-27.57,12.51,10.27,147,296,35.0,serie a,2018,2019
744,1,Inter,38,28,7,3,89,35,91,78.35,71.41,40.59,34.98,36.44,11.96,16.71,359,188,77.32,serie a,2020,2021
745,2,AC Milan,38,24,7,7,74,41,79,75.05,59.55,48.84,45.02,14.52,10.01,11.72,310,236,68.75,serie a,2020,2021
746,3,Atalanta,38,23,9,6,90,47,78,82.01,76.68,39.94,33.73,42.94,9.05,12.76,454,162,77.57,serie a,2020,2021
747,4,Juventus,38,23,9,6,77,38,78,83.53,75.77,38.33,31.48,44.29,9.1,14.5,303,201,79.47,serie a,2020,2021
748,5,Napoli,38,24,5,9,86,41,77,74.98,68.76,41.88,38.07,30.68,12.44,14.14,294,172,73.83,serie a,2020,2021
749,6,Lazio,38,21,5,12,61,55,68,58.7,50.96,48.84,41.23,9.73,10.38,12.79,308,185,57.38,serie a,2020,2021
750,7,Roma,38,18,9,11,68,55,63,72.11,66.02,50.33,45.61,20.4,10.72,13.18,311,219,65.2,serie a,2020,2021
751,8,Sassuolo,38,17,11,10,64,56,62,61.61,50.95,54.82,51.02,-0.07,8.79,15.22,328,274,57.31,serie a,2020,2021
752,9,Sampdoria,38,15,7,16,52,54,52,46.7,42.13,58.63,51.69,-9.56,11.91,10.01,216,274,44.07,serie a,2020,2021
753,10,Verona,38,10,13,15,43,48,43,47.97,45.68,52.45,47.12,-1.44,8.55,9.32,226,252,49.62,serie a,2020,2021
754,11,Genoa,38,10,12,16,47,58,42,40.71,37.67,62.68,57.35,-19.69,13.48,9.78,146,316,38.6,serie a,2020,2021
755,12,Bologna,38,10,11,17,51,65,41,57.53,54.39,67.59,60.61,-6.22,9.36,10.01,224,297,49.36,serie a,2020,2021
756,13,Fiorentina,38,9,13,16,47,59,40,46.2,41.63,62.02,53.52,-11.88,12.19,9.07,186,228,42.99,serie a,2020,2021
757,14,Udinese,38,10,10,18,42,58,40,48.24,45.19,56.38,45.72,-0.53,13.79,9.01,221,258,48.91,serie a,2020,2021
758,15,Spezia,38,9,12,17,52,72,39,47.9,44.09,70.59,62.87,-18.78,10.54,10.89,202,260,39.52,serie a,2020,2021
759,16,Cagliari,38,9,10,19,43,59,37,45.6,41.79,65.26,61.46,-19.66,13.16,9.27,214,329,41.13,serie a,2020,2021
760,17,Torino,38,7,16,15,50,69,37,49.6,44.92,64.22,56.59,-11.67,10.86,8.8,165,261,44.68,serie a,2020,2021
761,18,Benevento,38,7,12,19,40,75,33,38.65,33.18,70.48,66.57,-33.4,13.88,7.88,205,302,32.75,serie a,2020,2021
762,19,Crotone,38,6,5,27,45,92,23,39.64,32.79,77.48,73.68,-40.89,12.22,8.88,164,301,29.87,serie a,2020,2021
763,20,Parma Calcio 1913,38,3,11,24,39,83,20,42.98,39.17,66.69,64.41,-25.23,11.63,11.0,171,292,37.49,serie a,2020,2021
764,1,AC Milan,38,26,8,4,69,31,86,67.34,61.16,34.63,30.82,30.33,8.86,11.09,301,184,72.82,serie a,2021,2022
765,2,Inter,38,25,9,4,84,32,84,90.38,81.79,39.88,36.83,44.96,10.1,16.57,408,186,80.7,serie a,2021,2022
766,3,Napoli,38,24,7,7,74,31,79,63.64,52.91,34.4,33.64,19.27,9.86,14.5,351,210,72.03,serie a,2021,2022
767,4,Juventus,38,20,10,8,57,37,70,60.83,56.26,40.44,34.96,21.3,10.71,11.94,262,203,66.21,serie a,2021,2022
768,5,Lazio,38,18,10,10,77,58,64,59.29,52.44,50.1,45.44,6.99,11.92,15.11,316,217,60.96,serie a,2021,2022
769,6,Roma,38,18,9,11,59,43,63,66.8,59.8,42.05,37.48,22.32,11.13,12.05,292,176,68.18,serie a,2021,2022
770,7,Fiorentina,38,19,5,14,59,51,62,62.04,52.83,45.23,41.35,11.48,10.05,13.64,277,152,61.56,serie a,2021,2022
771,8,Atalanta,38,16,11,11,65,48,59,68.72,64.15,46.6,42.03,22.12,8.43,12.74,391,182,64.44,serie a,2021,2022
772,9,Verona,38,14,11,13,65,59,53,56.39,50.3,52.04,48.87,1.43,8.79,8.58,298,204,53.32,serie a,2021,2022
773,10,Torino,38,13,11,14,46,41,50,53.75,49.19,41.11,32.74,16.45,7.68,11.24,190,178,58.73,serie a,2021,2022
774,11,Sassuolo,38,13,11,14,64,66,50,59.36,54.03,69.96,63.11,-9.08,11.15,10.79,268,340,46.95,serie a,2021,2022
775,12,Udinese,38,11,14,13,61,58,47,57.17,54.13,54.01,48.59,5.54,12.65,7.95,258,256,52.75,serie a,2021,2022
776,13,Bologna,38,12,10,16,44,55,46,45.55,41.75,58.05,51.06,-9.32,10.59,9.23,219,257,43.88,serie a,2021,2022
777,14,Empoli,38,10,11,17,50,70,41,45.52,40.19,74.82,67.21,-27.02,9.72,9.43,235,373,36.69,serie a,2021,2022
778,15,Sampdoria,38,10,6,22,46,63,36,39.09,35.92,62.11,59.06,-23.14,11.18,9.4,218,290,37.39,serie a,2021,2022
779,16,Spezia,38,10,6,22,41,71,36,41.65,37.83,69.55,59.65,-21.82,13.32,8.44,161,347,37.96,serie a,2021,2022
780,17,Salernitana,38,7,10,21,33,78,31,39.49,35.68,71.42,65.33,-29.64,14.57,7.11,175,351,34.45,serie a,2021,2022
781,18,Cagliari,38,6,12,20,34,68,30,40.74,37.7,68.56,60.74,-23.04,11.39,9.13,179,314,38.62,serie a,2021,2022
782,19,Genoa,38,4,16,18,27,60,28,38.53,33.2,60.12,56.32,-23.11,9.52,7.63,178,320,38.93,serie a,2021,2022
783,20,Venezia,38,6,9,23,34,69,27,36.16,32.22,77.36,68.23,-36.01,12.96,8.43,148,385,28.29,serie a,2021,2022
